YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","AREA PLANTED in ACRES","PRODUCTION in $","PRODUCTION in TONS","YIELD in TONS / ACRE"
1963,ARKANSAS,05,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","194,000"," "," "," "
1963,CALIFORNIA,06,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","173,000"," "," "," "
1963,COLORADO,08,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","391,000"," "," "," "
1963,CONNECTICUT,09,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","37,000"," "," "," "
1963,DELAWARE,10,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","164,000"," "," "," "
1963,FLORIDA,12,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","446,000"," "," "," "
1963,GEORGIA,13,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,886,000"," "," "," "
1963,IDAHO,16,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","80,000"," "," "," "
1963,ILLINOIS,17,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","9,189,000"," "," "," "
1963,INDIANA,18,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","4,501,000"," "," "," "
1963,IOWA,19,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","11,155,000"," "," "," "
1963,KANSAS,20,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,730,000"," "," "," "
1963,KENTUCKY,21,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,181,000"," "," "," "
1963,LOUISIANA,22,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","266,000"," "," "," "
1964,ALABAMA,01,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,141,000"," "," "," "
1964,ARIZONA,04,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","33,000"," "," "," "
1964,ARKANSAS,05,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","159,000"," "," "," "
1964,CALIFORNIA,06,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","197,000"," "," "," "
1964,COLORADO,08,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","391,000"," "," "," "
1964,CONNECTICUT,09,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","37,000"," "," "," "
1964,DELAWARE,10,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","172,000"," "," "," "
1964,FLORIDA,12,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","442,000"," "," "," "
1964,GEORGIA,13,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,737,000"," "," "," "
1964,IDAHO,16,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","79,000"," "," "," "
1964,ILLINOIS,17,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","9,608,000"," "," "," "
1964,INDIANA,18,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","4,636,000"," "," "," "
1964,IOWA,19,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","10,273,000"," "," "," "
1964,KANSAS,20,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,401,000"," "," "," "
1964,KENTUCKY,21,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,146,000"," "," "," "
1964,LOUISIANA,22,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","229,000"," "," "," "
1965,ALABAMA,01,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,038,000"," "," "," "
1965,ARIZONA,04,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","33,000"," "," "," "
1965,ARKANSAS,05,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","110,000"," "," "," "
1965,CALIFORNIA,06,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","227,000"," "," "," "
1965,COLORADO,08,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","414,000"," "," "," "
1965,CONNECTICUT,09,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","40,000"," "," "," "
1965,DELAWARE,10,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","210,000"," "," "," "
1965,FLORIDA,12,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","455,000"," "," "," "
1965,GEORGIA,13,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,650,000"," "," "," "
1965,IDAHO,16,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","82,000"," "," "," "
1965,ILLINOIS,17,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","10,079,000"," "," "," "
1965,INDIANA,18,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","4,867,000"," "," "," "
1965,IOWA,19,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","10,467,000"," "," "," "
1965,KANSAS,20,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,289,000"," "," "," "
1965,KENTUCKY,21,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,157,000"," "," "," "
1965,LOUISIANA,22,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","213,000"," "," "," "
1966,ALABAMA,01,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","991,000"," "," "," "
1966,ARIZONA,04,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","31,000"," "," "," "
1966,ARKANSAS,05,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","92,000"," "," "," "
1966,CALIFORNIA,06,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","279,000"," "," "," "
1966,COLORADO,08,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","451,000"," "," "," "
1966,CONNECTICUT,09,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","43,000"," "," "," "
1966,DELAWARE,10,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","225,000"," "," "," "
1966,FLORIDA,12,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","450,000"," "," "," "
1966,GEORGIA,13,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,646,000"," "," "," "
1966,IDAHO,16,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","80,000"," "," "," "
1966,ILLINOIS,17,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","10,684,000"," "," "," "
1966,INDIANA,18,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","5,256,000"," "," "," "
1966,IOWA,19,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","10,676,000"," "," "," "
1966,KANSAS,20,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,366,000"," "," "," "
1966,KENTUCKY,21,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,229,000"," "," "," "
1966,LOUISIANA,22,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","180,000"," "," "," "
1967,ALABAMA,01,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,023,000"," "," "," "
1967,ARIZONA,04,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","32,000"," "," "," "
1967,ARKANSAS,05,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","76,000"," "," "," "
1967,CALIFORNIA,06,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","326,000"," "," "," "
1967,COLORADO,08,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","510,000"," "," "," "
1967,CONNECTICUT,09,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","43,000"," "," "," "
1967,DELAWARE,10,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","223,000"," "," "," "
1967,FLORIDA,12,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","531,000"," "," "," "
1967,GEORGIA,13,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,794,000"," "," "," "
1967,IDAHO,16,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","82,000"," "," "," "
1967,ILLINOIS,17,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","11,087,000"," "," "," "
1967,INDIANA,18,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","5,571,000"," "," "," "
1967,IOWA,19,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","12,171,000"," "," "," "
1967,KANSAS,20,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,366,000"," "," "," "
1967,KENTUCKY,21,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,296,000"," "," "," "
1967,LOUISIANA,22,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","168,000"," "," "," "
1968,ALABAMA,01,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","831,000"," "," "," "
1968,ARIZONA,04,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","29,000"," "," "," "
1968,ARKANSAS,05,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","59,000"," "," "," "
1968,CALIFORNIA,06,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","280,000"," "," "," "
1968,COLORADO,08,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","519,000"," "," "," "
1968,CONNECTICUT,09,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","45,000"," "," "," "
1968,DELAWARE,10,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","192,000"," "," "," "
1968,FLORIDA,12,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","457,000"," "," "," "
1968,GEORGIA,13,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,758,000"," "," "," "
1968,IDAHO,16,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","83,000"," "," "," "
1968,ILLINOIS,17,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","10,379,000"," "," "," "
1968,INDIANA,18,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","4,925,000"," "," "," "
1968,IOWA,19,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","10,346,000"," "," "," "
1968,KANSAS,20,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,448,000"," "," "," "
1968,KENTUCKY,21,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,166,000"," "," "," "
1968,LOUISIANA,22,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","157,000"," "," "," "
1969,ALABAMA,01,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","785,000"," "," "," "
1969,ARIZONA,04,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","32,000"," "," "," "
1969,ARKANSAS,05,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","62,000"," "," "," "
1969,CALIFORNIA,06,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","286,000"," "," "," "
1969,COLORADO,08,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","600,000"," "," "," "
1969,CONNECTICUT,09,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","46,000"," "," "," "
1969,DELAWARE,10,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","192,000"," "," "," "
1969,FLORIDA,12,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","380,000"," "," "," "
1969,GEORGIA,13,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,767,000"," "," "," "
1969,IDAHO,16,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","93,000"," "," "," "
1969,ILLINOIS,17,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","10,081,000"," "," "," "
1969,INDIANA,18,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","4,813,000"," "," "," "
1969,IOWA,19,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","10,449,000"," "," "," "
1969,KANSAS,20,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,515,000"," "," "," "
1969,KENTUCKY,21,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,087,000"," "," "," "
1969,LOUISIANA,22,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","151,000"," "," "," "
1970,ALABAMA,01,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","699,000"," "," "," "
1970,ARIZONA,04,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","31,000"," "," "," "
1970,ARKANSAS,05,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","57,000"," "," "," "
1970,CALIFORNIA,06,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","312,000"," "," "," "
1970,COLORADO,08,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","661,000"," "," "," "
1970,CONNECTICUT,09,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","48,000"," "," "," "
1970,DELAWARE,10,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","195,000"," "," "," "
1970,FLORIDA,12,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","388,000"," "," "," "
1970,GEORGIA,13,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,750,000"," "," "," "
1970,IDAHO,16,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","112,000"," "," "," "
1970,ILLINOIS,17,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","10,310,000"," "," "," "
1970,INDIANA,18,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","5,110,000"," "," "," "
1970,IOWA,19,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","10,760,000"," "," "," "
1970,KANSAS,20,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,689,000"," "," "," "
1970,KENTUCKY,21,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,109,000"," "," "," "
1970,LOUISIANA,22,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","152,000"," "," "," "
1971,ALABAMA,01,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","699,000"," "," "," "
1971,ARIZONA,04,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","28,000"," "," "," "
1971,ARKANSAS,05,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","48,000"," "," "," "
1971,CALIFORNIA,06,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","379,000"," "," "," "
1971,COLORADO,08,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","755,000"," "," "," "
1971,CONNECTICUT,09,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","51,000"," "," "," "
1971,DELAWARE,10,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","210,000"," "," "," "
1971,FLORIDA,12,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","376,000"," "," "," "
1971,GEORGIA,13,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,800,000"," "," "," "
1971,IDAHO,16,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","118,000"," "," "," "
1971,ILLINOIS,17,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","10,370,000"," "," "," "
1971,INDIANA,18,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","5,679,000"," "," "," "
1971,IOWA,19,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","12,208,000"," "," "," "
1971,KANSAS,20,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,660,000"," "," "," "
1971,KENTUCKY,21,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,331,000"," "," "," "
1971,LOUISIANA,22,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","120,000"," "," "," "
1972,ALABAMA,01,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","631,000"," "," "," "
1972,ARIZONA,04,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","26,000"," "," "," "
1972,ARKANSAS,05,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","38,000"," "," "," "
1972,CALIFORNIA,06,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","356,000"," "," "," "
1972,COLORADO,08,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","740,000"," "," "," "
1972,CONNECTICUT,09,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","50,000"," "," "," "
1972,DELAWARE,10,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","182,000"," "," "," "
1972,FLORIDA,12,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","365,000"," "," "," "
1972,GEORGIA,13,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,620,000"," "," "," "
1972,IDAHO,16,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","122,000"," "," "," "
1972,IDAHO,16,"  ","   ",YEAR,CORN,IRRIGATED," "," "," ","108,000"," "," "," "
1972,ILLINOIS,17,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","9,540,000"," "," "," "
1972,INDIANA,18,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","5,050,000"," "," "," "
1972,IOWA,19,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","11,255,000"," "," "," "
1972,KANSAS,20,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,570,000"," "," "," "
1972,KENTUCKY,21,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,131,000"," "," "," "
1972,LOUISIANA,22,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","89,000"," "," "," "
1973,ALABAMA,01,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","694,000"," "," "," "
1973,ARIZONA,04,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","23,000"," "," "," "
1973,ARKANSAS,05,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","34,000"," "," "," "
1973,CALIFORNIA,06,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","410,000"," "," "," "
1973,COLORADO,08,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","795,000"," "," "," "
1973,CONNECTICUT,09,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","50,000"," "," "," "
1973,DELAWARE,10,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","183,000"," "," "," "
1973,FLORIDA,12,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","400,000"," "," "," "
1973,GEORGIA,13,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,840,000"," "," "," "
1973,IDAHO,16,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","125,000"," "," "," "
1973,ILLINOIS,17,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","9,830,000"," "," "," "
1973,INDIANA,18,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","5,400,000"," "," "," "
1973,IOWA,19,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","11,970,000"," "," "," "
1973,KANSAS,20,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,900,000"," "," "," "
1973,KENTUCKY,21,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,160,000"," "," "," "
1973,LOUISIANA,22,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","74,000"," "," "," "
1974,ALABAMA,01,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","695,000"," "," "," "
1974,ARIZONA,04,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","21,000"," "," "," "
1974,ARKANSAS,05,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","36,000"," "," "," "
1974,CALIFORNIA,06,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","398,000"," "," "," "
1974,COLORADO,08,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","795,000"," "," "," "
1974,COLORADO,08,"  ","   ",YEAR,CORN,IRRIGATED," "," "," ","521,700"," "," "," "
1974,COLORADO,08,"  ","   ",YEAR,CORN,NON-IRRIGATED," "," "," ","28,300"," "," "," "
1974,CONNECTICUT,09,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","52,000"," "," "," "
1974,DELAWARE,10,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","185,000"," "," "," "
1974,FLORIDA,12,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","429,000"," "," "," "
1974,GEORGIA,13,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","2,000,000"," "," "," "
1974,IDAHO,16,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","120,000"," "," "," "
1974,ILLINOIS,17,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","10,400,000"," "," "," "
1974,INDIANA,18,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","5,620,000"," "," "," "
1974,IOWA,19,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","13,200,000"," "," "," "
1974,KANSAS,20,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","2,160,000"," "," "," "
1974,KANSAS,20,"  ","   ",YEAR,CORN,IRRIGATED," "," "," ","1,130,100"," "," "," "
1974,KANSAS,20,"  ","   ",YEAR,CORN,NON-IRRIGATED," "," "," ","1,029,900"," "," "," "
1974,KENTUCKY,21,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,240,000"," "," "," "
1974,LOUISIANA,22,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","71,000"," "," "," "
1975,ALABAMA,01,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","750,000"," "," "," "
1975,ARIZONA,04,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","22,000"," "," "," "
1975,ARKANSAS,05,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","50,000"," "," "," "
1975,CALIFORNIA,06,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","418,000"," "," "," "
1975,COLORADO,08,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","810,000"," "," "," "
1975,CONNECTICUT,09,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","53,000"," "," "," "
1975,DELAWARE,10,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","184,000"," "," "," "
1975,FLORIDA,12,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","441,000"," "," "," "
1975,GEORGIA,13,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","2,020,000"," "," "," "
1975,IDAHO,16,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","125,000"," "," "," "
1975,ILLINOIS,17,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","11,100,000"," "," "," "
1975,INDIANA,18,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","5,850,000"," "," "," "
1975,IOWA,19,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","13,350,000"," "," "," "
1975,KANSAS,20,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,950,000"," "," "," "
1975,KANSAS,20,"  ","   ",YEAR,CORN,IRRIGATED," "," "," ","1,244,000"," "," "," "
1975,KANSAS,20,"  ","   ",YEAR,CORN,NON-IRRIGATED," "," "," ","706,000"," "," "," "
1975,KENTUCKY,21,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","1,330,000"," "," "," "
1975,LOUISIANA,22,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","60,000"," "," "," "
1976,ALABAMA,01,"  ","   ",YEAR,CORN,"ALL PRODUCTION PRACTICES"," "," "," ","880,000"," "," "," "
